"날짜","종가","시가","고가","저가","거래량","변동 %"
"2023- 02- 23","62,000","61,700","62,500","61,500","24.29K","1.47%"
"2023- 02- 22","61,100","61,500","61,800","61,000","0.51K","-1.61%"
"2023- 02- 21","62,100","62,700","62,800","62,000","7.58M","-0.96%"
"2023- 02- 20","62,700","62,900","63,000","61,800","12.88M","0.16%"
"2023- 02- 19","62,600","62,600","62,600","62,600","","0.00%"
"2023- 02- 17","62,600","62,900","63,300","62,400","10.68M","-1.73%"
"2023- 02- 16","63,700","62,600","63,700","62,400","0.13K","2.41%"
"2023- 02- 15","62,200","63,900","63,900","62,000","13.14M","-1.58%"
"2023- 02- 14","63,200","63,500","63,900","63,200","0.11K","0.48%"
"2023- 02- 13","62,900","62,900","63,000","62,300","10.68M","0.16%"
"2023- 02- 12","62,800","62,800","62,800","62,800","","0.00%"
"2023- 02- 10","62,800","62,600","63,000","62,400","9.34M","-0.32%"
"2023- 02- 09","63,000","63,000","63,300","62,300","12.12M","-0.16%"
"2023- 02- 08","63,100","62,800","63,300","62,400","12.18M","1.94%"
"2023- 02- 07","61,900","61,900","62,500","61,600","14.47M","0.49%"
"2023- 02- 06","61,600","62,800","63,000","61,600","15.46M","-3.45%"
"2023- 02- 05","63,800","63,800","63,800","63,800","","0.00%"
"2023- 02- 03","63,800","63,900","64,000","63,000","14.81M","0.47%"
"2023- 02- 02","63,500","63,200","63,900","62,600","23.12M","2.75%"
"2023- 02- 01","61,800","62,500","62,600","61,000","0.11K","1.31%"
"2023- 01- 31","61,000","63,400","63,700","61,000","1.28K","-3.63%"
"2023- 01- 30","63,300","64,900","64,900","63,100","19.15M","-2.01%"
"2023- 01- 29","64,600","64,600","64,600","64,600","","0.00%"
"2023- 01- 27","64,600","64,400","65,000","63,900","18.15M","1.10%"
"2023- 01- 26","63,900","63,800","63,900","63,300","13.25M","0.79%"
"2023- 01- 25","63,400","63,500","63,700","63,000","16.79M","2.59%"
"2023- 01- 24","61,800","61,800","61,800","61,800","","0.00%"
"2023- 01- 20","61,800","62,100","62,300","61,100","9.60M","0.49%"
"2023- 01- 19","61,500","60,400","61,500","60,400","0.25K","1.82%"
"2023- 01- 18","60,400","60,700","61,000","59,900","0.33K","-0.98%"
"2023- 01- 17","61,000","61,200","61,500","60,600","9.60M","-0.16%"
"2023- 01- 16","61,100","61,200","61,600","60,800","0.20K","0.49%"
"2023- 01- 15","60,800","60,800","60,800","60,800","","0.00%"
"2023- 01- 13","60,800","60,500","61,200","60,400","12.47M","0.50%"
"2023- 01- 12","60,500","61,200","61,200","59,900","1.56K","0.00%"
"2023- 01- 11","60,500","61,000","61,200","60,300","12.24M","0.17%"
"2023- 01- 10","60,400","60,200","61,100","59,900","16.98K","-0.49%"
"2023- 01- 09","60,700","59,700","60,700","59,600","4.21K","2.88%"
"2023- 01- 08","59,000","59,000","59,000","59,000","","0.00%"
"2023- 01- 06","59,000","58,300","59,400","57,900","17.01M","1.37%"
"2023- 01- 05","58,200","58,100","58,700","57,600","5.81K","0.69%"
"2023- 01- 04","57,800","55,700","58,000","55,600","20.01M","4.33%"
"2023- 01- 03","55,400","55,500","56,000","54,500","2.97K","-0.18%"
"2023- 01- 02","55,500","55,500","56,100","55,200","9.96M","0.36%"
"2022- 12- 29","55,300","56,000","56,200","55,300","10.86M","-2.30%"
"2022- 12- 28","56,600","57,500","57,600","56,500","1.11K","-2.58%"
"2022- 12- 27","58,100","58,000","58,400","57,900","1.21K","0.35%"
"2022- 12- 26","57,900","58,000","58,100","57,700","0.56K","-0.34%"
"2022- 12- 25","58,100","58,100","58,100","58,100","","0.00%"
"2022- 12- 23","58,100","58,200","58,400","57,700","9.80M","-1.69%"
"2022- 12- 22","59,100","58,200","59,100","58,100","0.46K","1.90%"
"2022- 12- 21","58,000","58,700","59,100","58,000","0.61K","-1.02%"
"2022- 12- 20","58,600","59,000","59,100","58,500","8.95M","-1.51%"
"2022- 12- 19","59,500","59,500","59,900","59,100","7.12M","0.00%"
"2022- 12- 18","59,500","59,500","59,500","59,500","","0.00%"
"2022- 12- 16","59,500","58,300","59,500","58,300","12.05M","0.34%"
"2022- 12- 15","59,300","59,900","60,200","59,300","0.77K","-1.98%"
"2022- 12- 14","60,500","59,800","60,600","59,800","0.54K","1.34%"
"2022- 12- 13","59,700","59,600","60,300","59,400","0.02K","0.34%"
"2022- 12- 12","59,500","60,000","60,000","59,400","0.46K","-1.49%"
"2022- 12- 11","60,400","60,400","60,400","60,400","","0.00%"
"2022- 12- 09","60,400","59,300","60,600","59,300","10.43M","2.03%"
"2022- 12- 08","59,200","58,800","59,200","58,600","0.49K","0.51%"
"2022- 12- 07","58,900","58,800","59,600","58,500","11.98M","-0.51%"
"2022- 12- 06","59,200","59,900","60,100","59,200","0.95K","-1.82%"
"2022- 12- 05","60,300","60,800","61,100","60,000","1.33K","-0.17%"
"2022- 12- 04","60,400","60,400","60,400","60,400","","0.00%"
"2022- 12- 02","60,400","62,500","62,500","60,400","15.11M","-3.51%"
"2022- 12- 01","62,600","63,000","63,200","62,300","0.04K","0.64%"
"2022- 11- 30","62,200","60,400","62,200","60,300","0.42K","2.64%"
"2022- 11- 29","60,600","59,900","60,600","59,800","0.40K","0.83%"
"2022- 11- 28","60,100","60,500","60,500","59,800","0.06K","-1.48%"
"2022- 11- 27","61,000","61,000","61,000","61,000","","0.00%"
"2022- 11- 25","61,000","61,400","61,700","60,800","6.64M","-0.65%"
"2022- 11- 24","61,400","61,300","61,700","60,900","2.22K","0.66%"
"2022- 11- 23","61,000","61,200","61,300","60,700","8.74M","0.66%"
"2022- 11- 22","60,600","60,900","61,200","60,300","9.30M","-1.30%"
"2022- 11- 21","61,400","61,400","61,800","60,800","9.22M","-0.65%"
"2022- 11- 20","61,800","61,800","61,800","61,800","","0.00%"
"2022- 11- 18","61,800","61,800","62,400","61,400","11.60M","0.65%"
"2022- 11- 17","61,400","62,000","62,000","61,300","13.27M","-2.07%"
"2022- 11- 16","62,700","62,400","62,700","61,700","12.76M","0.48%"
"2022- 11- 15","62,400","62,300","62,400","61,600","0.26K","0.81%"
"2022- 11- 14","61,900","62,900","62,900","61,700","3.49K","-1.59%"
"2022- 11- 13","62,900","62,900","62,900","62,900","","0.00%"
"2022- 11- 11","62,900","63,100","63,200","62,300","19.81M","4.14%"
"2022- 11- 10","60,400","61,400","61,500","60,400","21.00M","-2.58%"
"2022- 11- 09","62,000","62,000","62,200","61,300","13.99M","0.32%"
"2022- 11- 08","61,800","60,500","61,900","60,500","18.23M","2.66%"
"2022- 11- 07","60,200","59,700","60,300","59,400","0.02K","1.35%"
"2022- 11- 06","59,400","59,400","59,400","59,400","","0.00%"
"2022- 11- 04","59,400","59,100","59,500","58,400","12.42M","0.34%"
"2022- 11- 03","59,200","58,700","59,800","58,100","1.13K","-0.67%"
"2022- 11- 02","59,600","59,700","60,000","59,300","0.46K","-0.67%"
"2022- 11- 01","60,000","59,900","60,300","59,500","17.02M","1.01%"
"2022- 10- 31","59,400","58,100","59,900","58,000","18.93M","3.66%"
"2022- 10- 30","57,300","57,300","57,300","57,300","","0.00%"
"2022- 10- 28","57,300","58,900","59,200","57,200","20.61M","-3.70%"
"2022- 10- 27","59,500","59,700","60,100","58,900","0.77K","0.17%"
"2022- 10- 26","59,400","58,000","59,600","57,800","13.58K","2.95%"
"2022- 10- 25","57,700","57,000","58,600","57,000","16.90M","0.35%"
"2022- 10- 24","57,500","57,000","57,500","56,700","16.89M","2.86%"
"2022- 10- 23","55,900","55,900","55,900","55,900","","0.00%"
"2022- 10- 21","55,900","55,100","56,300","55,100","9.98M","0.72%"
"2022- 10- 20","55,500","55,200","56,000","55,100","15.77M","-0.54%"
"2022- 10- 19","55,800","56,800","56,900","55,700","1.74K","-1.24%"
"2022- 10- 18","56,500","56,800","57,100","55,800","0.81K","-0.18%"
"2022- 10- 17","56,600","55,800","56,900","55,800","0.00K","0.53%"
"2022- 10- 16","56,300","56,300","56,300","56,300","","0.00%"
"2022- 10- 14","56,300","56,200","56,500","55,800","12.87M","1.99%"
"2022- 10- 13","55,200","55,500","56,100","55,200","0.21K","-1.08%"
"2022- 10- 12","55,800","55,400","57,000","55,400","5.55K","0.72%"
"2022- 10- 11","55,400","54,500","55,600","54,000","1.21K","-1.42%"
"2022- 10- 10","56,200","56,200","56,200","56,200","","0.00%"
"2022- 10- 07","56,200","55,900","56,900","55,200","15.91M","-0.18%"
"2022- 10- 06","56,300","56,600","57,300","56,300","1.88K","0.54%"
"2022- 10- 05","56,000","56,900","57,200","55,400","22.22M","1.45%"
"2022- 10- 04","55,200","55,300","55,400","54,500","19.05M","3.95%"
"2022- 10- 03","53,100","53,100","53,100","53,100","","0.00%"
"2022- 09- 30","53,100","52,300","53,600","51,800","21.82M","0.95%"
"2022- 09- 29","52,600","53,300","53,700","52,600","13.69M","-0.57%"
"2022- 09- 28","52,900","53,900","54,400","52,500","19.66M","-2.40%"
"2022- 09- 27","54,200","53,800","54,200","53,500","15.89M","0.56%"
"2022- 09- 26","53,900","53,700","54,200","53,600","14.15M","-1.10%"
"2022- 09- 25","54,500","54,500","54,500","54,500","","0.00%"
"2022- 09- 23","54,500","54,400","54,900","54,200","10.48M","0.18%"
"2022- 09- 22","54,400","54,700","54,700","54,300","9.15K","-1.63%"
"2022- 09- 21","55,300","55,500","55,500","55,000","1.55K","-0.90%"
"2022- 09- 20","55,800","56,400","57,000","55,800","13.86M","-1.06%"
"2022- 09- 19","56,400","56,300","57,000","56,000","12.14M","0.36%"
"2022- 09- 18","56,200","56,200","56,200","56,200","","0.00%"
"2022- 09- 16","56,200","55,600","56,400","55,500","12.74M","0.36%"
"2022- 09- 15","56,000","57,100","57,100","56,000","3.94K","-1.41%"
"2022- 09- 14","56,800","56,200","57,200","56,100","0.13K","-2.24%"
"2022- 09- 13","58,100","56,900","58,500","56,800","0.66K","4.50%"
"2022- 09- 12","55,600","55,600","55,600","55,600","","0.00%"
"2022- 09- 08","55,600","56,200","56,400","55,600","17.63M","-0.71%"
"2022- 09- 07","56,000","56,700","56,700","55,900","0.18K","-1.93%"
"2022- 09- 06","57,100","57,200","57,600","56,900","7.44M","0.00%"
"2022- 09- 05","57,100","57,400","57,800","56,800","1.41K","-0.70%"
"2022- 09- 04","57,500","57,500","57,500","57,500","","0.00%"
"2022- 09- 02","57,500","58,300","58,600","57,500","14.10M","-1.54%"
"2022- 09- 01","58,400","58,700","58,900","58,300","4.80K","-2.18%"
"2022- 08- 31","59,700","58,300","59,900","58,200","0.62K","1.53%"
"2022- 08- 30","58,800","58,700","59,000","58,300","9.59M","0.34%"
"2022- 08- 29","58,600","58,800","58,900","58,600","3.00K","-2.33%"
"2022- 08- 26","60,000","60,300","60,900","59,900","9.44M","0.50%"
"2022- 08- 25","59,700","59,200","59,700","59,000","0.12K","1.19%"
"2022- 08- 24","59,000","59,300","59,500","59,000","0.01K","-0.17%"
"2022- 08- 23","59,100","59,400","59,600","59,100","1.02K","-1.50%"
"2022- 08- 22","60,000","60,300","60,400","59,800","8.08M","-1.48%"
"2022- 08- 21","60,900","60,900","60,900","60,900","","0.00%"
"2022- 08- 19","60,900","61,400","61,600","60,600","6.88M","-0.98%"
"2022- 08- 18","61,500","60,400","61,900","60,100","0.93K","1.82%"
"2022- 08- 17","60,400","61,100","61,200","60,300","9.01M","-0.98%"
"2022- 08- 16","61,000","60,500","61,500","60,300","9.50K","1.33%"
"2022- 08- 15","60,200","60,200","60,200","60,200","","0.00%"
"2022- 08- 12","60,200","59,500","60,700","59,400","10.74M","0.50%"
"2022- 08- 11","59,900","59,700","60,000","59,300","3.13K","1.35%"
"2022- 08- 10","59,100","58,900","59,200","58,600","17.90M","-1.50%"
"2022- 08- 09","60,000","60,600","60,700","59,600","2.85K","-1.32%"
"2022- 08- 08","60,800","61,300","61,300","60,600","4.60K","-1.14%"
"2022- 08- 07","61,500","61,500","61,500","61,500","","0.00%"
"2022- 08- 05","61,500","61,700","61,900","61,200","9.49M","0.00%"
"2022- 08- 04","61,500","61,700","61,800","61,200","9.10M","0.33%"
"2022- 08- 03","61,300","61,600","61,600","61,000","9.97M","-0.65%"
"2022- 08- 02","61,700","61,200","61,900","61,000","13.52M","0.65%"
"2022- 08- 01","61,300","61,000","61,600","60,300","1.47K","-0.16%"
"2022- 07- 31","61,400","61,400","61,400","61,400","","0.00%"
"2022- 07- 29","61,400","62,400","62,600","61,300","15.04M","-0.81%"
"2022- 07- 28","61,900","62,200","62,600","61,600","0.61K","0.16%"
"2022- 07- 27","61,800","61,400","61,900","61,200","0.43K","0.16%"
"2022- 07- 26","61,700","60,800","61,900","60,800","6.57M","0.98%"
"2022- 07- 25","61,100","60,900","61,900","60,900","7.41K","-0.33%"
"2022- 07- 24","61,300","61,300","61,300","61,300","","0.00%"
"2022- 07- 22","61,300","61,800","62,200","61,200","10.24M","-0.81%"
"2022- 07- 21","61,800","61,100","61,900","60,900","7.69K","2.15%"
"2022- 07- 20","60,500","61,900","62,000","60,500","0.11K","-0.66%"
"2022- 07- 19","60,900","61,400","61,400","60,200","0.02K","-1.62%"
"2022- 07- 18","61,900","60,600","62,000","60,500","3.55K","3.17%"
"2022- 07- 17","60,000","60,000","60,000","60,000","","0.00%"
"2022- 07- 15","60,000","58,400","60,000","58,100","18.53M","4.35%"
"2022- 07- 14","57,500","57,600","58,200","57,400","0.15K","-0.86%"
"2022- 07- 13","58,000","58,200","58,600","58,000","1.69K","-0.17%"
"2022- 07- 12","58,100","58,600","58,700","58,100","1.89K","-1.19%"
"2022- 07- 11","58,800","59,200","59,500","58,700","0.37K","0.17%"
"2022- 07- 10","58,700","58,700","58,700","58,700","","0.00%"
"2022- 07- 08","58,700","58,600","59,300","58,200","15.18M","0.86%"
"2022- 07- 07","58,200","56,400","58,700","56,400","0.20K","3.19%"
"2022- 07- 06","56,400","57,300","57,300","56,400","1.59K","-1.40%"
"2022- 07- 05","57,200","57,700","58,200","57,200","5.97K","0.18%"
"2022- 07- 04","57,100","56,200","57,400","55,700","0.93K","1.60%"
"2022- 07- 03","56,200","56,200","56,200","56,200","","0.00%"
"2022- 07- 01","56,200","56,900","57,500","55,900","24.61M","-1.40%"
"2022- 06- 30","57,000","57,300","57,600","57,000","14.65K","-1.72%"
"2022- 06- 29","58,000","58,600","58,800","58,000","5.79K","-2.36%"
"2022- 06- 28","59,400","59,100","59,500","58,700","1.30K","1.02%"
"2022- 06- 27","58,800","59,000","59,900","58,300","17.90M","0.68%"
"2022- 06- 26","58,400","58,400","58,400","58,400","","0.00%"
"2022- 06- 24","58,400","57,900","59,100","57,700","23.13M","1.74%"
"2022- 06- 23","57,400","57,700","58,000","56,800","3.18K","-0.35%"
"2022- 06- 22","57,600","59,000","59,000","57,600","20.02K","-1.54%"
"2022- 06- 21","58,500","58,800","59,100","58,200","0.60K","-0.34%"
"2022- 06- 20","58,700","59,900","59,900","58,100","8.25K","-1.84%"
"2022- 06- 19","59,800","59,800","59,800","59,800","","0.00%"
"2022- 06- 17","59,800","59,400","59,900","59,400","28.79M","-1.81%"
"2022- 06- 16","60,900","61,400","61,800","60,500","1.22K","0.33%"
"2022- 06- 15","60,700","61,400","61,500","60,200","1.25K","-1.94%"
"2022- 06- 14","61,900","61,200","62,200","61,100","6.14K","-0.32%"
"2022- 06- 13","62,100","62,500","62,800","62,100","1.32K","-2.66%"
"2022- 06- 12","63,800","63,800","63,800","63,800","","0.00%"
"2022- 06- 10","63,800","64,000","64,400","63,800","22.02M","-2.15%"
"2022- 06- 09","65,200","65,100","65,200","64,500","25.52M","-0.15%"
"2022- 06- 08","65,300","65,500","65,700","65,300","3.09K","-0.31%"
"2022- 06- 07","65,500","66,300","66,400","65,400","0.09K","-1.95%"
"2022- 06- 06","66,800","66,800","66,800","66,800","","0.00%"
"2022- 06- 03","66,800","67,200","67,300","66,800","8.18M","0.15%"
"2022- 06- 02","66,700","66,600","67,000","66,500","0.06K","-1.04%"
"2022- 06- 01","67,400","67,400","67,400","67,400","","0.00%"
"2022- 05- 31","67,400","67,500","67,500","66,700","23.43M","-0.44%"
"2022- 05- 30","67,700","67,500","67,800","66,900","14.04M","1.80%"
"2022- 05- 29","66,500","66,500","66,500","66,500","","0.00%"
"2022- 05- 27","66,500","66,700","66,900","66,200","11.35M","0.91%"
"2022- 05- 26","65,900","66,300","67,200","65,500","0.11K","-0.75%"
"2022- 05- 25","66,400","66,700","67,000","65,900","1.00K","-0.15%"
"2022- 05- 24","66,500","67,600","67,700","66,500","4.18K","-2.06%"
"2022- 05- 23","67,900","68,700","68,800","67,600","4.12K","-0.15%"
"2022- 05- 22","68,000","68,000","68,000","68,000","","0.00%"
"2022- 05- 20","68,000","67,800","68,400","67,700","12.02M","0.74%"
"2022- 05- 19","67,500","66,600","67,600","66,600","4.71K","-0.88%"
"2022- 05- 18","68,100","68,200","68,700","67,600","1.69K","0.74%"
"2022- 05- 17","67,600","66,700","67,900","66,600","0.71K","1.96%"
"2022- 05- 16","66,300","67,100","67,300","66,100","3.52K","-0.30%"
"2022- 05- 15","66,500","66,500","66,500","66,500","","0.00%"
"2022- 05- 13","66,500","65,300","66,700","65,200","14.49M","2.47%"
"2022- 05- 12","64,900","65,200","65,500","64,900","2.01K","-1.22%"
"2022- 05- 11","65,700","65,600","66,300","65,300","1.17K","0.00%"
"2022- 05- 10","65,700","65,900","66,300","65,300","17.17M","-0.61%"
"2022- 05- 09","66,100","66,300","66,900","66,100","11.77M","-0.60%"
"2022- 05- 08","66,500","66,500","66,500","66,500","","0.00%"
"2022- 05- 06","66,500","67,000","67,100","66,500","14.25M","-2.06%"
"2022- 05- 05","67,900","67,900","67,900","67,900","","0.00%"
"2022- 05- 04","67,900","68,000","68,400","67,500","11.44M","0.59%"
"2022- 05- 03","67,500","67,400","68,400","67,300","0.16K","0.30%"
"2022- 05- 02","67,300","66,600","67,600","66,500","0.67K","-0.15%"
"2022- 05- 01","67,400","67,400","67,400","67,400","","0.00%"
"2022- 04- 29","67,400","65,100","67,600","65,000","26.09M","4.01%"
"2022- 04- 28","64,800","65,500","65,500","64,500","0.69K","-0.31%"
"2022- 04- 27","65,000","65,400","65,500","64,900","0.66K","-1.66%"
"2022- 04- 26","66,100","66,500","66,700","66,100","2.99K","-0.30%"
"2022- 04- 25","66,300","66,600","66,700","66,300","0.05K","-1.04%"
"2022- 04- 24","67,000","67,000","67,000","67,000","","0.00%"
"2022- 04- 22","67,000","67,200","67,300","66,700","11.74M","-1.03%"
"2022- 04- 21","67,700","67,600","68,300","67,500","0.98K","0.45%"
"2022- 04- 20","67,400","67,000","67,400","66,500","4.98K","0.15%"
"2022- 04- 19","67,300","67,100","68,000","67,000","0.60K","0.90%"
"2022- 04- 18","66,700","66,500","67,100","66,100","10.06M","0.15%"
"2022- 04- 17","66,600","66,600","66,600","66,600","","0.00%"
"2022- 04- 15","66,600","67,200","67,300","66,500","12.99M","-1.33%"
"2022- 04- 14","67,500","68,700","68,700","67,500","2.32K","-1.75%"
"2022- 04- 13","68,700","67,200","69,000","67,200","0.57K","2.54%"
"2022- 04- 12","67,000","67,600","67,700","67,000","2.41K","-1.33%"
"2022- 04- 11","67,900","67,800","68,100","67,400","0.69K","0.15%"
"2022- 04- 10","67,800","67,800","67,800","67,800","","0.00%"
"2022- 04- 08","67,800","68,100","68,300","67,700","15.36M","-0.29%"
"2022- 04- 07","68,000","68,500","68,500","68,000","2.12K","-0.73%"
"2022- 04- 06","68,500","68,600","68,800","68,500","15.30M","-1.01%"
"2022- 04- 05","69,200","69,400","69,600","69,100","1.96K","-0.14%"
"2022- 04- 04","69,300","68,900","69,300","68,600","10.80M","0.29%"
"2022- 04- 03","69,100","69,100","69,100","69,100","","0.00%"
"2022- 04- 01","69,100","69,500","69,500","69,000","15.85M","-0.72%"
"2022- 03- 31","69,600","69,900","70,100","69,600","5.43K","-0.43%"
"2022- 03- 30","69,900","70,300","70,500","69,800","12.35M","-0.43%"
"2022- 03- 29","70,200","69,900","70,300","69,800","5.95K","0.72%"
"2022- 03- 28","69,700","69,600","69,900","69,200","0.89K","-0.14%"
"2022- 03- 27","69,800","69,800","69,800","69,800","","0.00%"
"2022- 03- 25","69,800","70,100","70,200","69,600","12.91M","0.00%"
"2022- 03- 24","69,800","69,600","70,300","69,600","17.92M","-0.99%"
"2022- 03- 23","70,500","70,600","71,200","70,300","1.03K","0.28%"
"2022- 03- 22","70,300","70,000","70,500","70,000","0.79K","0.57%"
"2022- 03- 21","69,900","70,900","71,000","69,900","11.09M","-1.13%"
"2022- 03- 20","70,700","70,700","70,700","70,700","","0.00%"
"2022- 03- 18","70,700","70,600","70,900","70,200","14.24M","-0.70%"
"2022- 03- 17","71,200","71,300","71,800","70,900","1.43K","1.14%"
"2022- 03- 16","70,400","70,200","70,500","69,700","0.13K","1.29%"
"2022- 03- 15","69,500","69,800","70,100","69,500","0.20K","-1.00%"
"2022- 03- 14","70,200","70,000","70,200","69,600","0.78K","0.29%"
"2022- 03- 13","70,000","70,000","70,000","70,000","","0.00%"
"2022- 03- 11","70,000","70,500","70,700","69,700","15.67M","-1.69%"
"2022- 03- 10","71,200","70,900","71,200","70,500","2.01K","2.45%"
"2022- 03- 09","69,500","69,500","69,500","69,500","","0.00%"
"2022- 03- 08","69,500","68,800","70,000","68,700","15.72M","-0.86%"
"2022- 03- 07","70,100","70,000","70,600","69,900","1.39K","-1.96%"
"2022- 03- 06","71,500","71,500","71,500","71,500","","0.00%"
"2022- 03- 04","71,500","72,700","72,700","71,200","13.36M","-1.92%"
"2022- 03- 03","72,900","72,400","73,100","72,400","0.51K","1.67%"
"2022- 03- 02","71,700","72,400","72,400","71,500","0.51K","-0.55%"
"2022- 03- 01","72,100","72,100","72,100","72,100","","0.00%"
"2022- 02- 28","72,100","71,100","72,100","71,000","17.64M","0.28%"
"2022- 02- 27","71,900","71,900","71,900","71,900","","0.00%"
"2022- 02- 25","71,900","72,100","72,600","71,900","13.06M","0.56%"
"2022- 02- 24","71,500","72,300","72,300","71,300","10.45K","-2.05%"
"2022- 02- 23","73,000","73,800","73,800","72,800","2.11K","-0.54%"
"2022- 02- 22","73,400","73,000","73,400","72,800","20.21K","-1.08%"
"2022- 02- 21","74,200","73,300","74,300","72,600","0.10K","-0.13%"
"2022- 02- 20","74,300","74,300","74,300","74,300","","0.00%"
"2022- 02- 18","74,300","74,600","74,800","73,700","10.04M","-0.93%"
"2022- 02- 17","75,000","74,900","75,600","74,500","0.38K","0.27%"
"2022- 02- 16","74,800","74,600","74,800","74,200","4.64K","1.49%"
"2022- 02- 15","73,700","74,100","74,200","73,100","0.04K","0.00%"
"2022- 02- 14","73,700","74,400","74,400","73,100","4.16K","-1.60%"
"2022- 02- 13","74,900","74,900","74,900","74,900","","0.00%"
"2022- 02- 11","74,900","75,000","75,500","74,600","12.00M","-0.66%"
"2022- 02- 10","75,400","75,500","75,800","74,700","4.77K","0.94%"
"2022- 02- 09","74,700","74,300","74,700","74,000","9.60M","1.63%"
"2022- 02- 08","73,500","73,800","74,200","73,000","11.71M","0.68%"
"2022- 02- 07","73,000","73,500","73,500","72,400","0.79K","-1.35%"
"2022- 02- 06","74,000","74,000","74,000","74,000","","0.00%"
"2022- 02- 04","74,000","74,300","74,600","73,400","12.38M","0.95%"
"2022- 02- 03","73,300","74,100","74,100","73,300","25.35K","0.00%"
"2022- 01- 28","73,300","71,300","73,700","71,200","21.05M","2.81%"
"2022- 01- 27","71,300","73,800","74,000","71,300","11.89K","-2.73%"
"2022- 01- 26","73,300","73,900","74,400","73,200","3.67K","-0.95%"
"2022- 01- 25","74,000","74,800","75,000","73,200","17.53M","-1.46%"
"2022- 01- 24","75,100","75,400","75,800","74,700","13.66M","-0.66%"
"2022- 01- 23","75,600","75,600","75,600","75,600","","0.00%"
"2022- 01- 21","75,600","75,800","75,800","74,700","15.74M","-1.18%"
"2022- 01- 20","76,500","76,200","76,600","76,000","12.67K","0.26%"
"2022- 01- 19","76,300","76,500","76,900","76,100","4.48K","-0.91%"
"2022- 01- 18","77,000","77,500","77,800","76,600","0.17K","-0.65%"
